order_id,customer_id,order_date,amount,status
394,182,2026-05-25,321.87,cancelled
200,176,2026-02-16,120.54,cancelled
140,102,2026-02-24,471.03,pending
497,87,2026-07-13,486.99,refunded
10,55,2026-08-21,433,completed
368,156,2026-01-17,464.9,cancelled
55,106,2026-08-30,402.11,pending
635,35,2026-03-27,426.27,refunded
462,96,2025-09-05,116.15,cancelled
323,32,2025-10-13,474.76,refunded
144,145,2026-05-14,392.4,cancelled
296,136,2026-08-31,253.39,cancelled
171,185,,100.33,completed
569,128,2025-12-26,16.47,refunded
178,71,2026-08-04,27.53,completed
661,147,,270.65,pending
551,167,2025-09-12,109.35,refunded
651,177,2025-11-29,63.12,cancelled
9001,15,2024-05-01,,
9003,22,2024-06-10,150,
